,Tweet,Label
748,"🔙 #OnThisDay in 2006, Lionel Messi scored his first-ever #FIFAWorldCup goal ⚽️

🤔 He has 6⃣ in total but how many more are still to come in #Qatar2022 ? 🚀

#TBT | @afa https://t.co/N1ys9K9tqT",Sports
749,"#OnThisDay in 2010, Maicon scored this... 🇧🇷🤔

@CBF_Futebol 

https://t.co/GJmy67ZWhN",Sports
750,"We now know the 32 teams who will contest the 2022 #FIFAWorldCup. The countdown is truly on...

How about a couple of golden goals?

#OnThisDay in 2018 🇵🇹🎯

@selecaoportugal | @Cristiano 

https://t.co/12XoN2e23I",Sports
751,👏 Special congratulations to 2023 #U20WC hosts Indonesia @PSSI on @afcasiancup qualification for the first time since 2007 🇮🇩,Sports
752,Moving #FridayFeeling to a Tuesday 😁,Sports
753,"🤔🔍❓

👤 Can you identify who is in today's shadows? 

Hint: He already has a #FIFAWorldCup bronze medal and will be in Qatar later this year. https://t.co/zNlszEEgjw",Sports
754,"""All of us start from zero. We take the right decision, and become a hero."" 😃",Sports
755,"👏 Congratulations @Socceroos on #WorldCup qualification 🎉

⚽️ What a campaign - 1008 days and 20 matches (four at home) ✈️

🦘 And what a way to celebrate this week's 100th anniversary of the national team 🥳 https://t.co/bb3KTLQRfX",Sports
756,"Just 16 years old. 

@olivia_moultrie became the youngest @NWSL scorer in history overnight, in a 4-0 @ThornsFC win.

Cool as you like 😎

https://t.co/rJYPi7bpVo",Sports
757,"8⃣ years ago today 🧑‍✈️⚽️🇳🇱

@Persie_Official | @OnsOranje 

#MondayMotivation 

https://t.co/tuZ2MBQXSr",Sports
758,"🔙 #OnThisDay the 1982 FIFA World Cup kicked off with @Argentina defeated by Belgium 1-0 🏆

🇪🇸 The España 1982 opener also marked the #WorldCup debut of one Diego Armando Maradona 🌟 https://t.co/WonTTzcNzU",Sports
759,❤️,Sports
760,"#OnThisDay in 2006, @Tim_Cahill scored the first ever @Socceroos goal at the #FIFAWorldCup. ⚽️⛳️🥊

On Monday night in Qatar / Tuesday morning in Australia, it all comes down to one final match: 🇦🇺 v 🇵🇪

https://t.co/9wY8Xcx3Ya",Sports
761,Class,Sports
762,"#OnThisDay in 2010...

@siphiweshabba got the party started 🇿🇦🚀🕺

@BafanaBafana | #FIFAWorldCup 

https://t.co/dgYtdQxKoa",Sports
763,"You may, alternatively, prefer this version 😄

#FridayFeeling

https://t.co/f9BCBAYy0P",Sports
764,"𝘼 𝙨𝙩𝙪𝙣𝙣𝙚𝙧...𝙖 𝙘𝙪𝙧𝙡𝙚𝙧...𝙩𝙤𝙥 𝙘𝙡𝙖𝙨𝙨...𝙨𝙢𝙤𝙤𝙩𝙝 𝙖𝙨 𝙨𝙞𝙡𝙠

Or as @Palmeiras describe it:

𝑷𝒂𝒍𝒎𝒆𝒊𝒓𝒂𝒔 𝒊𝒔 𝒕𝒉𝒆 𝒕𝒆𝒂𝒎 𝒐𝒇 𝒍𝒐𝒗𝒆, 𝒂𝒏𝒅 𝒕𝒉𝒆 𝒃𝒊𝒌𝒆.
𝑷𝒆𝒅𝒂𝒍 𝒂𝒏𝒅 𝑷𝒆𝒅𝒂𝒍 𝑾𝒆𝒔𝒍𝒆𝒚!

https://t.co/MtK24lmoqJ",Sports
765,"In 2020 the entire world went into a COVID-19 pandemic lockdown

Many football tournaments, including FIFA’s, were put on hold

The unused ⚽ needed a 🏘 

Find out what happened next...📽",Sports
766,"The Netherlands are training in the shirt colours of their first amateur club, to support National Football Day. 🇳🇱🍊 

Bring back memories for any followers?  
Any 📸 of your 👕 you'd like to share?",Sports
767,"Two nations 🇦🇺🇳🇿

Two Prime Ministers 🇦🇺🇳🇿

One co-hosted FIFA Women's World Cup Australia &amp; New Zealand 2023 #FIFAWWC #BeyondGreatness 🙌 ⚽️ https://t.co/wZo0vXtV2a",Sports
768,"🗣 ""The menstrual hygiene project is a pilot project. The first of its kind. If you look at the poverty line in a country like South Sudan, 80-82% of people live on $2 a day."" @shilenebooysen

""This project gives us a platform to raise awareness of the problem women face."" 🇸🇸♀⚽",Sports
769,"🔙 #OTD in 2006 @philipplahm opened the #FIFAWorldCup with a bang 🚀

🤩 Remember this one @DFB_Team_EN ?

https://t.co/O4YttplGpL",Sports
770,"#OnThisDay in 2002, Junichi Inamoto scored the goal that sent @jfa_samuraiblue to their first ever #FIFAWorldCup victory. 🇯🇵🙌 https://t.co/YkkkNEL3Vg",Sports
771,"⚽️ The first football match at the new Sydney Football Stadium - venue for seven 2023 #FIFAWWC matches - will feature @TheMatildas 🏟️

🇦🇺 2023 co-hosts v 2020 Olympic champions 🇨🇦 
🗓️ 06.09.22 https://t.co/LjdCk60qtH",Sports
772,"In South Sudan, 70% of girls and women don't have access to sanitary pads or tampons, creating challenges for girls in the country to regularly attend school, and practice sports. 

FIFA's Menstrual Health and Education through Football pilot project, is aiming to change this.",Sports
773,"#OnThisDay in 2002, @BafanaBafana beat Slovenia 1-0 for their first ever #FIFAWorldCup win.

""I didn't even know the ball was coming - it was too quick,"" Siyabonga Nomvethe said of his goal.

History, nonetheless! 🇿🇦⚽️📕 https://t.co/R0w6AkX3nl",Sports
774,"Calling 🚲 fans...you'll enjoy this.

A #Puskas contender by Dante Leverick of @BermudaFA 🇧🇲? 

It could be in the mix 🤩

https://t.co/COxP2DStQt",Sports
775,"Belgium will wear the brand new kit of the women's national team tonight. A tribute ahead of @UEFAWomensEURO, as well as to the evolution of the women's game. 👏🇧🇪",Sports
776,"🤔❓🔍

👤 Who is hiding in today's shadows?

Hint: He captained and managed his national team at the #FIFAWorldCup. https://t.co/QoLK5sQEJL",Sports
777,"When the kick-off was delayed between Austria and Denmark tonight due to a power outage, the stadium entertainment team got creative.

A Mexican wave, with mobile phone lights, set to Johann Strauss. Enjoy a bit of culture! 🇦🇹🎶📱🔦

https://t.co/xBdLxspyaX",Sports
778,"@HNS_CFF @lukamodric10 @EURO2024 One of #TheBest...without question. 

Congratulations Luka! https://t.co/Bd4AWHGnfn",Sports
779,"On #WorldEnvironmentDay, FIFA called on everyone to raise a Green Card for the Planet, to protect the environment. 

Create YOUR own #FIFAGreenCard video message
Explain what you will do
Tag @FIFAcom 
We'll RT some of the best 🟩📽📲",Sports
780,"Grazie @KhabyLame per il vostro impegno a favore della Carta Verde per il Pianeta FIFA. Grazie anche del vostro contributo nel preservare l’ambiente e salvare il nostro mondo.

Merci pour votre engagement à brandir le Carton Vert de la FIFA pour la Planète.

#FIFAGreenCard https://t.co/27bC3diWwM",Sports
781,"Thank you @alexmorgan13 for pledging your support to the @FIFAcom Green Card for the Planet. For helping to preserve the environment and to save our world. We all appreciate your message. 

#FIFAGreenCard https://t.co/Jp5S0owbAi",Sports
782,"Muito Obrigado @Pele pelo vosso compromisso em trazerem convosco o Cartão Verde da FIFA pelo Ambiente. E obrigado também pelo vosso apoio ao ajudarem a preservar o ambiente e a salvar o nosso mundo.

@FIFAcom | #FIFAGreenCard https://t.co/1oxSoKEHzJ",Sports
783,"Dear @almayassahamad. Thank you for joining the @FIFAcom Green Card for the Planet initiative, and for your support in helping to preserve the environment and to save our world. 

#FIFAGreenCard https://t.co/hfCS3odf6s",Sports
784,"Tonight...🎆🇦🇷🇵🇹

⚽️⚽️⚽️⚽️⚽️ for Messi
⚽️⚽️ for Cristiano

The 🐐 debate will continue long after they retire

For now...enjoy two geniuses at work 🌠 https://t.co/FkhDfzvKrF",Sports
785,"Please, everyone, preserve the environment, save our world, and support FIFA’s Green Card for the Planet. 

@GelsonFernandes | #FIFAGreenCard https://t.co/h3JrbVluNY",Sports
786,What it means...🐉🏴󠁧󠁢󠁷󠁬󠁳󠁿,Sports
787,"Please, everyone, preserve the environment, save our world, and support FIFA’s Green Card for the Planet. 

Pierluigi is challenging the last three @FIFAWorldCup Final referees: Nestor Pitana, @HowardMWebb and Nicola Rizzoli.

#FIFAGreenCard",Sports
788,"I believe we must focus on clean and sustainable energy for Africa.

Please, everyone, preserve the environment, save our world, and support FIFA’s Green Card for the Planet. 

@JohansenIsha |  #FIFAGreenCard https://t.co/0H6aIUKVU1",Sports
789,@catarinamacario Wishing you a speedy recovery. 🤗,Sports
790,"Please, everyone, preserve the environment, save our world, and support FIFA’s Green Card for the Planet. 

@FIFAcom | #FIFAGreenCard https://t.co/7lpq1pog85",Sports
791,"I’m calling everyone, Football lovers and those who care for our planet: Preserve the environment, save our world and support FIFA’s Green Card for the Planet.

@FIFAcom | #FIFAGreenCard",Sports
792,"🦂🤯

Could this be a #Puskas contender?

@AlouKuol | @FootballAUS

https://t.co/ndxDH88HG6",Sports
793,"""Don’t talk to me about gang crime. I’ve got a family member that I go and see in prison. I am able to tell these kids that’s not the right way.”

Great piece by @benfisherj on The Extra Time project, which aims to return 11-14 olds back to education. https://t.co/Un11hxkRMz",Sports
794,"Fan favourite wherever he plays 🤩
Left foot that unleashes rockets 🚀
Winner of football's greatest prize 🏆 

Happy Birthday @Podolski10 🎂🥳 https://t.co/gOCQd84dEP",Sports
795,"""The general observation is that girls are being left behind; not considered in some communities. They have no decision-making power. They do not decide for themselves. We (men) decide for them.""

A FIFA project in Guinea with @PlanFrance &amp; @AFD_France is seeking to change that.",Sports
796,@SantosFC Sending our best wishes for a full and speedy recovery. 🤗,Sports
797,"Over the UK's jubilee weekend, @WomeninFootball are sharing their members' nominations for #QueenOfWIF - to celebrate the pick of the most awesome women in football.

""She's one our own...🎶🎶""",Sports
798,"⚽️ Unlocking the potential of Indigenous communities is a key goal as part of @FootballAUS's legacy plans for the 2023 #FIFAWWC 👏🦘

Read more 👉 https://t.co/8lgrvGHnGK https://t.co/GrGdmZJSCi",Sports
799,"🎂 Happy birthday, Sissi! 🇧🇷

🥳 A former #FIFAWWC Golden Boot winner turns 5⃣5⃣ today ⚽️

#TBT | #HBD | @CBF_Futebol 

https://t.co/pscsSPFGK2",Sports
800,"""I don't think this needs to be a news story, but at the moment it does."" 🏳️‍🌈",Sports
801,"VARs at first FIFA women's youth tournament ✅
All-female VAR officials for first time ✅

🗣 @KSeitz5: “We're delighted to write a new chapter in women’s football history at the #U20WWC in 🇨🇷. FIFA has been working tirelessly to encourage the development of women VARs globally.""",Sports
802,What a night for 🇺🇦 https://t.co/pQDX3ezwOH,Sports
803,"Pride Month during June is a celebration for the LGBTQIA+ community. Today has also been one of celebration at the Home of FIFA.

Find out more, as well as how FIFA is working to ensure the FIFA World Cup Qatar 2022, will be a celebration of unity and diversity.

#Pride2022",Sports
804,"🗣 ""Youth development is the cornerstone for the success of Croatian football."" 

FIFA has invested USD $748,000 through the Forward programme over the last four years, supporting @HNS_CFF to host a tournament that gives young players a taste of international football. 💰👨‍🦱🇭🇷⚽",Sports
805,"FIFA, @PlanFrance and @AFD_France have partnered on a project called Championnes. 

The goal is to promote leadership among girls and gender equality through football, in a safe environment. In Guinea, 54% of girls are married before the age of 17 and 29% do not go to school.",Sports
806,"👤❓🔍

🤔 Who is hiding in the shadows?

Need a hint? He has won the #UCL with two different clubs. https://t.co/oHiif8JmNR",Sports
807,"Bhutan are the latest country to benefit from the FIFA Forward programme with the Himalayan nation proudly unveiling an innovative new football facility 🇧🇹

👉 https://t.co/tsJq4tsogD https://t.co/oRubJAfR5V",Sports
808,"🔙 Twenty years ago today, Senegal secured one of the great #WorldCup upsets with a memorable victory over the reigning world champions @Fsfofficielle 🇸🇳 https://t.co/iVbE7KktcE",Sports
809,"""Today could mark a key milestone in Thailand. I truly believe club licensing will drive professionalism on and off the pitch, and take our women’s football to another level.""

Find out how the 🇹🇭 FA are using FIFA's women's football development programmes to move the game 🆙.",Sports
810,"During his playing career, there wasn't much @Ronaldo didn't win.

Yesterday, he experienced something different.

Promotion as President of @realvalladolid, as they secured a @LaLiga return.

#MondayMotivation  
https://t.co/Ijei2kfqe0",Sports
811,"They hadn't won the title for 70 years.
Now they've won two in a row 🇲🇽🏆🏆 

¡Felicidades @AtlasFC!",Sports
812,"""Never give up on your dreams."" 💛💚",Sports
813,Manager Darrell Clarke took compassionate leave earlier this year after the death of his daughter. Today's 3-0 win at Wembley Stadium saw @OfficialPVFC gain promotion. He dedicated the victory to her memory. ❤️ https://t.co/EbSOuOuCmK,Sports
814,"Today is #MenstrualHygieneDay. 

FIFA &amp; @ssfa_com recently partnered on a new pilot project: 'Menstrual Hygiene &amp; Education for Girls Playing Football.'

Girls from 27 schools took part, receiving sanitary pads donated by FIFA &amp; were taught how to use them.

Find out more...soon. https://t.co/xLke9Dphaz",Sports
815,@SAFA_net Special memories. 12 years ago...🤯 https://t.co/YJrqxzC5aJ,Sports
816,"The Blue Stars/FIFA Youth Cup 2022 has been run and won 🏆

Congratulations @FCBasel1893 and @fc_zuerich 🇨🇭⚽️

👉 https://t.co/i4zPZLeubO https://t.co/Af672FiGR2",Sports
817,"Special. Jose Mourinho has now won all 3 current European club competitions. (HT @GracenoteLive)

Congratulations @ASRomaEN. 

#UECLfinal",Sports
818,"In the latest episode of Living Football we cover...📽👀

Football for Schools in 🇩🇯
Legendary coach Pia Sundhage 🗣 with Tracey Kevins 🇸🇪🇧🇷🇺🇸
Coach Education &amp; gender equality in 🇦🇺
Learn where 2⃣0⃣0⃣0⃣ ⚽ have been donated 

@CBF_Futebol | @ussoccer | @FootballAUS",Sports
819,@CharlieMooseCMM Our pleasure to share such a genuine love between you. Hope your Grandad has a small sense of how much people have enjoyed seeing his happiness.,Sports
820,"My Grandad has dementia. He is 84, and been a Manchester City fan since he was 6.

The bonds football creates. The emotions it triggers, in special, unique ways. The smile at the end...😍

A beautiful, day in the life video. 
 https://t.co/kGnvOOlK4g",Sports
821,"❓👤🔍

🤔 Who will emerge from the shadows for a big night tomorrow? https://t.co/IOCafmm7z7",Sports
822,"@moyadodd @m_guti_b @LigaBBVAFemenil 🥳🥳🥳

Good things come to those who...",Sports
823,"FIFA, @AFD_France &amp; @PlanFrance are collaborating in the fight against discrimination against women and girls, through 'Championnes.' This week being implemented in 🇧🇯🇹🇬🇬🇳.

Yeo Moriba, Guinean women's football ambassador &amp; mum of the Pogba brothers explains why it is important.",Sports
824,".@crvenazvezdafk won their 5th league 🇷🇸🏆 in a row. 

In the 90th minute, they won a penalty. Goalkeeper Milan Borjan stepped up. And scored.

His celebration...field length! 🧤🏃‍♂️🎆😩😁

📽️ https://t.co/wipRJmt2pT https://t.co/10HJk8WP9E",Sports
825,"Fans of all ages were out in Hanoi to celebrate Vietnam 🇻🇳 winning men's and women's #SeaGames2022 🥇

Excited to see their fans at the #FIFAWWC in 🇦🇺🇳🇿 https://t.co/bfvLhOmtoE",Sports
826,"Have a good start to the week @SunderlandAFC fans. 

46,000 fans belting out Elvis. Special! 

https://t.co/3OdAN9PfB8",Sports
827,"Mario Balotelli scored ⚽️⚽️⚽️⚽️⚽️ today

Come for the stepovers😵‍💫
Stay for the rabona 😎

@AdsKulubu | #Puskas 

https://t.co/rgWtMvELQN",Sports
828,"Demo videos ✅
Basic warm ups ✅
Exercises for 3⃣ age groups ✅
Change difficulty of drills ✅
🆓 access ✅

Have you visited the FIFA Training Centre? ⚽",Sports
829,"𝑮𝒐𝒍 𝒇𝒂𝒏𝒕𝒂𝒔𝒕𝒊𝒄𝒐!

Felipe 'Pipe' Gutiérrez's goal for @Cruzados in @CampeonatoCL was hit from 73.2 metres, according to @OptaJavier. 🚀🤯🇨🇱

A #Puskas contender?  

""𝐻𝑒 𝑚𝑢𝑠𝑡 ℎ𝑎𝑣𝑒 𝑎 𝑓𝑜𝑜𝑡 𝑙𝑖𝑘𝑒 𝑎 𝑡𝑟𝑎𝑐𝑡𝑖𝑜𝑛 𝑒𝑛𝑔𝑖𝑛𝑒.""

https://t.co/2JW2SKptp1",Sports
830,"2⃣0⃣1⃣1⃣🏆
2⃣0⃣1⃣2⃣🏆
2⃣0⃣1⃣6⃣🏆
2⃣0⃣1⃣7⃣🏆
2⃣0⃣1⃣8⃣🏆
2⃣0⃣1⃣9⃣🏆
2⃣0⃣2⃣0⃣🏆
2⃣0⃣2⃣2⃣🏆

@OLfeminin win the #UWCLfinal 

This ⚽️ by @amandinehenry6... 🎯😍👏

https://t.co/gh7Oceazck",Sports
831,Football...❤️,Sports
832,"🗣 ""Before we can become a good coach, we have to become a good person, a good leader and a role model.""

Coach Mentorship, one of eight FIFA Women’s Development programmes, aims to develop and empower a new generation of female coaches over the next 18 months.",Sports
833,"""Thank you Jake, for being brave and confident enough to share your story. It is far reaching and going to help so many individuals out there. We are very lucky to be able to share in his joy and new freedom."" ❤️🏳️‍🌈

📰✍️ @NicenNeetz | @Jake_Daniels11
 https://t.co/2ibdV1MTRa",Sports
834,"⚽️🏖️🍟👏

#FridayFeeling 

https://t.co/RXg2Nt7mZ8",Sports
835,"One of the most iconic #WorldCup performances, both in front of goal, and with a corner flag!

A very happy 7⃣0⃣ birthday to the one and only @roger_milla_9. 🎂🕺🇨🇲

@FecafootOfficie 

https://t.co/SwWP6dfyVr",Sports
836,"Kathryn Nesbitt today became one of six female officials to make history, being appointed to the #WorldCup. For the first time. Ever.

Quite a journey for a ""kid who started as a summer job"" who up to two weeks before the 2019 @FIFAWWC, was a professor of chemistry.  

Her story.",Sports
837,"👦👧 Risk and reward are part of the lesson in the latest grassroots drill ⚽️

🥅 Check out the 🆓 FIFA Training Centre sessions and make learning fun 📚",Sports
838,"🗣 “As a PE teacher and football coach, I find it difficult to get young girls out of their homes and on to the pitch. Fortunately #FootballForSchools can do that for us &amp; give them chance to express themselves with a ball, and see a different side to them.” 

🇩🇯❤⚽👧👦",Sports
839,"We've got some big women's football news too 🙌

We're delighted to confirm the 20 elite coaches who will mentor 20 talented women, developing their skills over the next 18 months. 

Coach Mentorship is one of eight FIFA women's development programmes.",Sports
840,"📚 The FIFA Executive Programme hosted Member Associations from Asia and Oceania to exchange ideas  for optimum sports governance.

🗣️ “One of the key improvements is the increase of women in leadership,” said Nazia Ali @FijiFootball_ 

https://t.co/k9RFvMKWIa https://t.co/3XLacVxpge",Sports
841,"⚽️ FIFA hosted a week-long workshop in Dubai dedicated to the continuing development of women's football 🥅

💪 91 Member Associations have now worked on 212 different projects since the launch of the Women's Development Programme 👏

👉 https://t.co/ilUyUqq4qo https://t.co/9hFCt3pptE",Sports
842,This will be shown around the 🌎. The locals are not even watching. We are!,Sports
843,"@BlackpoolFC ""There are people out there in the same space as me that may not feel comfortable revealing their sexuality. 

""I want to tell them that you don’t have to change who you are or how you should be, just to fit in. You being you, and being happy, is what matters most.""

🤗 Jake",Sports
844,"🗣 ""Diversity is important, not only in football. Now that women are making great strides in the game, why shouldn't we get involved as organisers? We should, and that's exactly what FIFA is doing.""

Players are the actors. Match Directors prepare the stage. 

Learn how...📰👀",Sports
845,"The latest part of our grassroots series, focuses on training ideas for 8-12 year olds. 👦👧⚽

As we plan more content for coaches, parents and teachers, let us know in the replies, if there's anything YOU would like us to focus on.",Sports
846,"#OnThisDay in 2⃣0⃣0⃣2⃣

Still a goal that makes you go 😲

https://t.co/GXmR860liZ",Sports
847,"📸 😍

How 🏆 are celebrated in 🇹🇷 

@Trabzonspor &amp; their fans 🚢⛵️🛶🚤

Special scenes...👏 👏 👏 https://t.co/zjXwhSWipP",Sports
848,@FCBayernEN @lewy_official 👑 https://t.co/41t7rO4VDx,Sports
849,"Today is the 150th FA Cup Final 🥳

Who will win the 🏆 ? 

@ChelseaFC 💙 or @LFC ❤ https://t.co/ChPy1iX8so",Sports
850,"⚽️ There was a special celebration of female football in Australia this week ahead of the nation co-hosting next year's #FIFAWWC, with gender participation parity a key legacy goal 👏🇦🇺",Sports
851,"FIFA's Chief Member Associations Officer has visited @BarbadosFA to see the impact of the FIFA Forward programme.

More than USD $3,000,000 has already been invested in development programmes, with USD $1 million + set to be invested in future projects. 🇧🇧⚽",Sports
852,"Our latest grassroots sessions are for children aged 8-12. ⚽👦👧

Check out more FIFA Training Centre sessions and make learning fun. 

For 🆓!",Sports
853,"Today, @ManCity unveiled a statue to commemorate the moment. https://t.co/PUnPa5gyVp",Sports
854,"""I swear you'll never see anything like this ever again.""

🔟 years ago, #OnThisDay, @aguerosergiokun scored this late, late 🏆 decider, to spark wild scenes and some iconic commentary 

Will there be another twist in the @premierleague tail this season?

https://t.co/NsQW0mNxoG",Sports
855,Brave and searingly honest thread. Sending our love to you too Grace. 🤗,Sports
856,"Will this 'laser' from Enzo Fernandez @RiverPlate make the #Puskas list?

https://t.co/6cMgwTXVDQ",Sports
857,"🇬🇾 Guyana becomes the first Caribbean nation to embrace Football for Schools programme ⚽️

♥️ Programme puts football at the heart of education and social development 🫂",Sports
858,"🗣️ After attending the recent Women in Football Leadership Programme in Switzerland, Laura Menzies talks about the value of the course and the importance of legacy in @NZ_Football for the 2023 #FIFAWWC 🇳🇿 ⚽️",Sports
859,"“What I’ve been through will always be a part of me. I’ll definitely keep helping people going through the same experiences. I want to stay in that area and raise awareness for as long as I can.”

An inspirational interview with the much-loved @stotty_13.",Sports
860,"""For coaches to see more female coach educators is an important part of elevating women to leadership roles.""

🇦🇺 @FootballAUS is the latest nation to host a FIFA Coach Educators’ Development Programme, with an additional focus on female coaches ahead of next year's #FIFAWWC 📈⚽️",Sports
861,"This man has made the headlines in May before 📰

On 30 May 2019: @ErlingHaaland scored a hat-trick of hat-tricks at the FIFA U20 World Cup. ⚽⚽⚽ ⚽⚽⚽ ⚽⚽⚽

9 (NINE!) goals in one game 😎 https://t.co/VedIzFA609",Sports
862,If at first you don't succeed...😁,Sports
863,"📺 Living Football hears from former #WorldCup stars @fabiocannavaro and  @paulocwanchope 🎥

🗣️ Listen to Qatar 2022 ambassador Ghanim al-Muftah ⚽️

🇨🇷 Costa Rica prepare to host the #U20WWC 🏆",Sports
864,"👤🔍❓

🤔 Can you tell who is hiding in the shadows?

Need a hint? He is the second-most-capped player of his country. https://t.co/VTkB67O0u4",Sports
865,"One in four adults feel lonely some, or all of the time. 
There’s no single cause and there’s no one solution. But, the longer we feel lonely, the more we are at risk of mental health problems. 

During UK Mental Health Awareness Week, please #ReachOut.  

https://t.co/EkYidzpX0i",Sports
866,@GuamFootball @HCAGuam Fantastic to see the kids enjoyed it. 😍,Sports
867,"Lack the knowledge to make your sessions exciting for the development of your club or school team? 

The ""Practice"" section, is focused on developing individual skills and tactical mastery.

https://t.co/RV7YQD9MnH 🪄👀 https://t.co/o0FQFJCFGs",Sports
868,"In the second part of our grassroots series, we take a look at a fun drill for 4-8 year olds, focused on passing. 👫⚽

Looking for more? The FIFA Training Centre contains a wealth of resources designed by renowned coaches, all available for free.",Sports
869,"More reasons to be excited about 2⃣0⃣2⃣3⃣?

@alexmorgan13 becoming only the 3rd player to ever score ⚽️⚽️⚽️⚽️ goals in a @NWSL match. 💪

https://t.co/XlRYw29hJc",Sports
870,"Followed by this. World Class.

Just 14 months till the #FIFAWWC in 🇦🇺🇳🇿💖

https://t.co/VHOLo5MBLd",Sports
871,"The clock is running down on the @BarclaysFAWSL season. This goal by @samkerr1...🤩

https://t.co/KGiyrE0pd2",Sports
872,"Today, @ltfutbolas celebrate their 💯 anniversary. 

We took a look at their partnership with @rscanderlecht, one of the best producers of young talent, as the Baltic state seek to improve youth development and cultivate best training practices. 🇱🇹🇧🇪",Sports
873,"206 international 🇨🇦🧢
3⃣ World Cup campaigns.
2⃣ Olympic 🥉 medals

What lies ahead for @dmatheson8 after hanging up her boots? 

Post-graduation from the FIFA-UEFA Women in Football Leadership Programme, the answers might be a little bit closer.",Sports
874,"#FridayFeeling 🕺🥳

https://t.co/xdLMvD0dF8",Sports
875,"Should this goal from Sebastián Sáez of @ulcsadpoficial in the @Sudamericana be a #Puskas contender? 😍

https://t.co/O5hnC3HuLx",Sports
876,"Three nights of incredible drama. 
Imagine not loving football.",Sports
877,Memories of @MarcoVanBasten 😍👏,Sports
878,"Do you spend weekends playing ⚽ with your 👫? 

Are you a passionate educator, dedicating your free time to coaching? 

Do you jump for joy when they score a goal or master a new skill? 🙌

If so, our 🆕 FIFA Training Centre series is tailor-made for you 🤝",Sports
879,Another women's football record crowd incoming...🎯,Sports
880,"""It's not a dream, it's ear piercing reality."" 

Congratulations @SoundersFC on making history AND qualifying for the #ClubWC.",Sports
881,"😢 #OnThisDay 10 years ago, Rashidi Yekini, the first player to score a #WorldCup goal for the @NGSuperEagles, died aged just 48. His passion and joy will forever be part of tournament history. 🇳🇬

👉 https://t.co/DDI34Qisq6 https://t.co/RVkZQAJjLZ",Sports
882,"Tonight a new @TheChampions👑will be crowned

A record crowd is expected for @SoundersFC vs. @PumasMX, Part 2.

Will an @MLS team win? Or will 🇲🇽 again represent, at the FIFA Club World Cup?

""They say it's just a game, until it's so much more.""

#SCCL22 

https://t.co/E3k6FlbPiL",Sports
883,"@DRBrooks15 Brilliant news. ❤️

Hope to see you back in action soon. Just a little game for the club tonight!",Sports
884,@RangersFC Beautiful tribute to clearly a special man.,Sports
885,"When you step onto the pitch with a group of people like you, and for the first time you feel a sense of relief. 
Football is for everyone. This is football 💖

@_liamirons scored ⚽️⚽️ for @EnglandFootball today. 

Follow @ifcpf for more World Cup updates.
https://t.co/nyFBCE5oEd",Sports
886,Fantastic to see.,Sports
887,"🤔❓🔍

👤 Who will emerge from the shadows tonight? https://t.co/wB3s3HHJId",Sports
888,"Mitro's on 🔥 

@FulhamFC sealed promotion back to the @premierleague tonight, winning the title after a thumping 7-0 win.

Aleksandar Mitrović scored 43 of their 106 goals 🤯 https://t.co/l89jWwWy3V",Sports
889,"When you win your first title in 38 years...🎆

🏆🇹🇷 🟰 💜💙

@Trabzonspor | @TrabzonBelTr 

#MondayMotivation 

https://t.co/JnbbvSzTmO",Sports
890,"@dw_sports Things we like to see. About time! A trend being repeated more and more frequently. In Switzerland on Saturday, a new record crowd for the Women's Cup Final was also set. 🙌",Sports
891,"@England First 🦁 to score at three consecutive World Cups for 🏴󠁧󠁢󠁥󠁮󠁧󠁿. Happy Birthday David!
https://t.co/pmN63iZehu",Sports
892,#EidMubarak to our followers celebrating around the world. https://t.co/1M2ZfjjEnX,Sports
893,😮🎯👏,Sports
894,"💃🕺

#FridayFeeling | #InternationalDanceDay | #InternationalDanceDay2022

https://t.co/sa58L3tyES",Sports
895,FIFA has strongly backed the World Health Organization’s (@WHO) COVID-19 vaccination drive during the ongoing global pandemic and football’s world governing body is continuing that support for #WorldImmunizationWeek,Sports
896,"❓🔍🤔 

👤 Who is the is the FIFA #Puskas Award winner hiding in the shadows? https://t.co/KNYcD5lyK9",Sports
897,"🗣️ ""We have seen in recent years that representation at the top is getting less... there is a lot of potential to unlock in many other countries.""  

⚽️ FIFA's Talent Development Scheme to help more member associations be more competitive.

👉 https://t.co/JCdwkNlzU0 https://t.co/LzXzKK7k5Q",Sports
898,https://t.co/U3PQHDbCe5,Sports
899,"Remembering Alan Ball, the youngest member of @England's 1966 #FIFAWorldCup winning team, who passed away 15 years ago today. https://t.co/CSjrq7kWm2",Sports
900,"The legendary @JohanCruyff would have turned 75 today. 

Thank you for the wonderful memories 🧡

https://t.co/0AxuDvSxNU",Sports
901,🤩,Sports
902,Another award for #TheBest FIFA Men's Player 👏,Sports
903,"FIFA has published its first-ever Club Licensing Guide for women’s football. The guide is a practical tool that will support member associations in implementing club licensing for their women’s football competitions.

Find out more: https://t.co/hmcGCHqvum https://t.co/gOUzPztsiR",Sports
904,"As part of its objective to accelerate the professionalisation and development of women’s football, FIFA has published its first-ever Guide to Club Licensing in Women’s Football.",Sports
905,"This year’s #EarthDay theme is: Invest in Our Planet. One group of people committed to supporting that mantra are FIFA’s sustainability volunteers in Qatar. 

#EarthDay2022 🌏",Sports
906,"@KAKA @CBF_Futebol @acmilan In December 2007, @KAKA added to his remarkable haul of trophies and titles when he was named FIFA World Player of the Year, beating off competition from Cristiano Ronaldo and Lionel Messi. https://t.co/htlvEgEf8D",Sports
